1961000	1970500	97.528	445
1961000	1971000	97.857	700
1961500	1970500	96.954	197
1961500	1971000	96.954	197
1963000	1969500	97.509	281
1963000	1970000	97.509	281
1963500	1969000	99.396	331
1963500	1969500	98.464	781
1963500	1970000	97.778	450
1964000	1968500	99.396	331
1964000	1969000	99.519	831
1964000	1969500	99.253	669
1964000	1970000	98.225	169
1964500	1969000	99.254	670
1964500	1969500	100.000	169
2062000	2069500	78.469	209
2062000	2070000	91.954	87
2062500	2069500	84.179	335
2062500	2070000	84.273	337
2063000	2070000	87.083	240
2063000	2070500	84.474	380
2063500	2070000	87.083	240
2063500	2070500	85.055	455
2063500	2071000	87.671	219
2064000	2070500	89.055	201
2064000	2071000	87.671	219
2064000	2071500	80.342	351
2064500	2071000	81.212	330
2064500	2071500	80.000	545
2064500	2072000	78.870	407
2065000	2071500	80.511	626
2065000	2072000	82.911	907
2066000	2073000	89.320	103
2066000	2073500	89.320	103
2066500	2073000	89.320	103
2066500	2073500	89.320	103
2069000	2079000	81.863	204
2069500	2074000	82.609	184
2069500	2074500	85.329	334
2069500	2075000	92.308	143
2069500	2079000	81.863	204
2069500	2079500	82.184	174
2070000	2074500	85.373	335
2070000	2075000	89.600	250
2070500	2075000	87.234	470
2071000	2075500	82.985	335
2071000	2076000	82.985	335
2071500	2076000	82.985	335
2072000	2076500	80.100	1005
2072000	2077000	84.244	476
2072500	2077000	84.704	608
2300000	2304500	89.583	48
2300000	2305000	89.583	48
2300500	2305000	89.583	48
2496000	2501500	90.361	83
2496000	2502000	90.361	83
2496500	2501500	87.919	149
2496500	2502000	84.079	559
2496500	2502500	83.047	407
2497000	2502000	83.369	469
2497000	2502500	80.689	958
2497000	2503000	81.739	460
2497500	2502500	81.468	545
2497500	2503000	80.830	506
2718500	2726000	87.736	318
2718500	2726500	93.333	225
2719000	2725000	96.341	82
2719000	2725500	93.554	543
2719000	2726000	91.168	736
2719000	2726500	93.333	225
2719500	2724500	98.780	82
2719500	2725000	96.392	582
2719500	2725500	95.093	917
2719500	2726000	94.005	417
2720000	2724500	97.432	584
2720000	2725000	96.831	915
2720000	2725500	96.145	415
2720500	2725000	97.129	418
3265500	3270000	87.461	319
3266000	3270500	76.558	337
3393000	3397500	93.023	86
3539000	3543500	86.559	186
3558000	3563500	81.412	425
3558000	3564000	79.810	525
3558500	3563500	81.146	419
3558500	3564000	79.377	931
3559000	3564500	90.361	83
3559000	3565000	90.361	83
3559500	3564500	90.361	83
3559500	3565000	90.361	83
3561000	3567000	80.022	891
3561000	3567500	87.708	480
3561000	3570000	78.205	858
3561000	3570500	84.499	529
3561500	3567000	87.347	490
3561500	3567500	82.797	994
3561500	3568000	78.980	490
3561500	3570000	85.398	452
3561500	3570500	82.811	925
3562000	3567500	79.457	516
3562000	3568000	81.395	860
3562000	3568500	84.167	360
3562000	3571000	81.273	833
3562000	3571500	84.384	365
3562500	3568000	84.636	371
3562500	3568500	84.167	360
3562500	3571000	85.079	315
3562500	3571500	85.079	315
3569500	3574000	80.233	172
3745500	3755500	97.233	253
3746000	3755500	85.987	471
3746000	3756000	84.749	518
3746500	3756000	87.097	248
3746500	3756500	87.097	248
3806500	3811500	100.000	195
3806500	3812000	100.000	195
3807000	3811500	99.585	241
3807000	3812000	99.740	384
3807000	3812500	100.000	143
3807500	3812000	99.471	189
3807500	3812500	100.000	143
3891000	3899000	84.553	123
3891000	3899500	84.553	123
3891500	3899000	84.553	123
3891500	3899500	84.553	123
3892000	3900000	76.829	246
3892000	3900500	76.829	246
3892500	3897500	74.364	1022
3892500	3898000	79.365	504
3892500	3900000	76.829	246
3892500	3900500	75.718	836
3893000	3897500	79.365	504
3893000	3898000	79.231	910
3893000	3898500	83.706	313
3893500	3898000	83.706	313
3893500	3898500	83.706	313
3896000	3902000	78.759	532
3896000	3902500	78.195	399
3896500	3902000	79.873	472
3896500	3902500	77.255	787
3897000	3903000	75.380	658
3897000	3903500	75.687	473
3897500	3903000	75.806	558
3897500	3903500	78.521	1001
3897500	3904000	81.391	489
3898000	3903500	82.197	528
3898000	3904000	81.381	956
3898000	3904500	83.417	398
3898500	3904000	81.505	465
3898500	3904500	83.417	398
3949000	3953500	84.416	231
3949000	3954000	83.807	352
3949000	3954500	85.804	479
3949000	3955000	91.339	127
3949500	3954000	83.807	352
3949500	3954500	84.929	564
3949500	3955000	88.389	422
3950000	3954500	88.710	372
3950000	3955000	88.937	461
4159000	4165500	86.216	370
4159000	4166000	86.435	317
4159500	4165500	86.696	451
4159500	4166000	86.935	398
4162500	4167000	78.778	589
4202500	4208500	82.892	491
4202500	4209000	87.153	288
4203000	4208500	83.728	633
4203000	4209000	90.530	792
4203000	4209500	94.751	362
4203500	4209000	92.006	638
4203500	4209500	89.352	864
4204000	4209500	86.179	615
4204000	4210000	85.325	477
4204500	4210000	81.748	389
4204500	4210500	80.741	810
4205000	4210000	92.500	80
4205000	4210500	82.759	580
4205000	4211000	81.828	941
4205000	4211500	82.838	437
4205500	4210500	89.744	78
4205500	4211000	84.300	586
4205500	4211500	85.379	937
4205500	4212000	87.471	431
4206000	4211500	86.949	567
4206000	4212000	86.037	931
4206500	4212500	85.745	933
4206500	4213000	86.111	432
4207000	4212500	86.076	553
4207000	4213000	80.301	863
4297500	4304000	82.066	881
4297500	4304500	84.314	459
4297500	4305000	86.154	130
4298000	4304000	83.099	355
4298000	4304500	85.345	464
4298000	4305000	87.037	540
4298000	4305500	97.368	76
4298500	4304500	85.030	334
4298500	4305000	87.317	410
4298500	4305500	83.938	386
4299000	4305500	85.856	707
4299000	4306000	86.009	679
4299000	4306500	87.079	178
4299500	4306000	85.904	830
4299500	4306500	85.756	681
4299500	4307000	89.941	169
4300000	4306000	83.082	331
4300000	4306500	84.915	822
4300000	4307000	85.855	509
4300000	4307500	96.639	119
4300500	4306500	84.161	322
4300500	4307000	84.453	521
4300500	4307500	86.306	628
4300500	4308000	95.327	107
4301000	4307000	81.000	400
4301000	4307500	85.698	888
4301000	4308000	89.549	488
4301500	4307500	87.927	381
4301500	4308000	87.927	381
4301500	4308500	78.947	532
4302000	4308000	79.736	454
4302000	4308500	78.901	564
4302000	4309000	89.277	429
4302000	4309500	88.462	338
4302500	4308500	92.308	91
4302500	4309000	87.395	595
4302500	4309500	85.027	561
4685000	4690000	91.080	213
4685000	4690500	91.080	213
4685500	4690000	91.094	393
4685500	4690500	89.593	615
4685500	4691000	86.937	222
4686000	4690500	83.961	611
4686000	4691000	80.184	762
4686500	4691500	80.895	827
4686500	4692000	81.672	311
4687000	4691500	81.955	665
4687000	4692000	82.777	749
4687000	4692500	91.549	213
4687500	4692000	84.915	411
4687500	4692500	91.549	213
4689000	4693500	84.075	427
4689000	4694000	82.000	850
4689000	4694500	84.956	339
4689500	4694000	82.375	539
4689500	4694500	90.785	293
4689500	4695000	92.929	198
4690000	4694500	90.785	293
4690000	4695000	92.929	198
4862500	4869000	84.211	380
4862500	4869500	91.139	79
4863000	4869000	84.013	319
4863000	4869500	91.139	79
4868500	4875000	93.827	162
4868500	4875500	92.553	282
4869000	4875000	93.827	162
4869000	4875500	87.226	501
4869000	4876000	84.071	339
4871500	4881500	78.818	203
4872000	4876500	81.227	554
4872000	4877000	86.093	151
4872000	4881500	78.818	203
4872000	4882000	78.818	203
4872500	4877000	87.215	657
4872500	4882000	81.417	635
4872500	4882500	84.887	708
4873000	4877500	83.784	592
4873000	4878000	95.946	74
4873000	4882000	93.985	133
4873000	4882500	84.579	642
4873000	4883000	81.807	808
4873500	4878000	78.641	206
4873500	4883000	84.149	429
4873500	4883500	81.944	288
4874000	4883000	97.059	34
4874000	4883500	97.059	34
4875000	4881000	95.092	163
4875000	4881500	95.092	163
4875500	4881000	93.939	363
4875500	4881500	89.732	672
4875500	4882000	89.641	251
4876000	4881000	93.000	200
4876000	4881500	88.251	766
4876000	4882000	86.605	754
4876000	4882500	87.500	208
4876500	4881500	88.716	257
4876500	4882000	86.224	784
4876500	4882500	88.748	711
4876500	4883000	90.541	222
4877000	4882000	88.256	281
4877000	4882500	87.750	800
4877000	4883000	88.154	726
4877000	4883500	89.855	207
4877500	4882500	94.898	196
4877500	4883000	89.170	711
4877500	4883500	86.990	515
4878000	4883000	85.065	308
4878000	4883500	85.065	308
4878000	4884000	89.806	206
4878500	4883500	89.806	206
4878500	4884000	91.522	460
4878500	4884500	91.522	460
4879000	4884000	91.984	499
4879000	4884500	94.171	875
4879000	4885000	97.074	376
4879500	4884500	97.108	415
4879500	4885000	91.382	557
4879500	4885500	91.904	457
4880000	4885000	91.957	460
4880000	4885500	91.904	457
4917000	4921500	81.933	238
4917000	4922000	81.933	238
4917000	4924500	81.857	237
4917000	4925000	81.897	232
4917500	4922000	81.933	238
4917500	4924500	81.857	237
4917500	4925000	81.897	232
4919000	4924500	93.605	172
4919000	4925000	96.154	104
4919500	4924500	86.865	571
4919500	4925000	86.308	577
4920000	4924500	83.960	399
4920000	4925000	83.571	840
4920000	4925500	81.604	636
4920000	4926000	91.453	117
4920500	4925000	86.111	324
4920500	4925500	84.824	850
4920500	4926000	85.691	622
4921000	4925500	87.842	329
4921000	4926000	84.065	797
4924500	4934000	82.172	617
4924500	4934500	82.584	534
4925000	4934000	83.191	470
4925000	4934500	81.354	960
4925000	4935000	80.769	468
4925500	4934500	79.910	443
4925500	4935000	80.896	937
4925500	4935500	85.306	490
4926000	4935000	89.175	388
4926000	4935500	87.051	919
4926000	4936000	89.716	457
4926500	4935500	89.044	429
4926500	4936000	89.044	429
5562000	5566500	92.444	225
5562000	5572000	91.266	229
5562500	5567000	80.082	487
5562500	5572000	91.266	229
5562500	5572500	86.934	574
5563000	5567500	93.333	465
5563000	5573000	91.368	614
5563500	5568000	85.928	469
5563500	5573000	91.849	503
5563500	5573500	90.337	890
5564000	5573500	88.384	396
5564000	5574000	88.718	390
5566000	5572000	96.117	206
5566000	5572500	96.117	206
5566000	5573000	91.975	162
5566500	5572000	96.117	206
5566500	5572500	83.756	394
5566500	5573000	88.026	309
5566500	5573500	100.000	29
5567000	5573000	95.674	601
5567000	5573500	97.543	529
5567000	5574000	100.000	29
5567500	5573000	97.240	471
5567500	5573500	97.454	864
5567500	5574000	97.710	393
5568000	5573500	97.527	364
5568000	5574000	97.527	364
5579500	5589000	90.476	84
5579500	5589500	90.476	84
5580000	5589000	88.017	242
5580000	5589500	88.017	242
5582000	5589000	88.066	243
5582000	5589500	88.066	243
5582500	5589000	88.066	243
5582500	5589500	88.066	243
5627500	5632000	83.010	206
5883500	5888000	81.569	548
5883500	5888500	84.211	266
5884000	5888500	89.221	770
5884000	5889000	91.531	307
5884500	5889000	90.419	334
5884500	5889500	86.316	95
5885000	5889500	86.316	95
6046000	6050500	75.463	432
6047000	6051500	88.636	264
6056500	6066500	99.422	173
6059000	6069000	91.133	203
6059500	6069000	91.971	411
6059500	6069500	94.781	709
6060000	6069000	92.788	208
6060000	6069500	92.788	208
6188000	6192500	80.207	773
6188000	6193000	86.099	223
6188500	6193000	83.279	305
6189000	6193500	77.662	385
6292500	6297000	75.776	322
6371500	6376500	100.000	88
6371500	6377000	100.000	88
6372000	6376500	100.000	133
6372000	6377000	99.830	588
6372000	6377500	99.780	455
6372500	6377000	99.817	545
6372500	6377500	99.162	955
6372500	6378000	98.462	455
6373000	6377500	98.532	545
6373000	6378000	98.347	605
6373000	6378500	98.095	105
6373500	6378000	98.000	150
6373500	6378500	98.095	105
6544500	6549000	100.000	30
